image_name,tags
test_21069,primary partly_cloudy
test_21070,clear primary road agriculture
test_21071,clear primary
test_21072,clear primary
test_21073,clear primary
test_21074,primary haze
test_21075,clear primary
test_21076,clear primary
test_21077,primary water partly_cloudy
test_21078,clear primary
test_21079,clear primary
test_21080,clear primary road habitation agriculture
test_21081,clear primary road agriculture
test_21082,clear primary
test_21083,clear primary road agriculture
test_21084,clear primary road agriculture
test_21085,primary cloudy partly_cloudy
test_21086,clear primary
test_21087,primary cultivation agriculture partly_cloudy
test_21088,clear primary
test_21089,clear primary water
test_21090,clear primary
test_21091,clear primary
test_21092,primary partly_cloudy
test_21093,clear primary
test_21094,clear primary water partly_cloudy
test_21095,clear primary
test_21096,clear primary
test_21097,clear primary water
test_21098,primary haze
test_21099,clear primary water
test_21100,clear primary road habitation agriculture
test_21101,clear primary
test_21102,clear primary road agriculture
test_21103,clear primary cultivation agriculture water
test_21104,clear primary road agriculture
test_21105,clear primary
test_21106,clear primary
test_21107,primary road agriculture partly_cloudy
test_21108,clear primary
test_21109,primary partly_cloudy
test_21110,clear primary cultivation agriculture
test_21111,primary haze
test_21112,clear primary
test_21113,primary partly_cloudy
test_21114,clear primary
test_21115,primary road agriculture
test_21116,clear primary
test_21117,clear primary road water
test_21118,clear primary road water
test_21119,clear primary road agriculture
test_21120,clear primary agriculture
test_21121,clear primary road habitation agriculture
test_21122,primary partly_cloudy
test_21123,primary road agriculture partly_cloudy
test_21124,clear primary
test_21125,clear primary
test_21126,clear primary
test_21127,clear primary road habitation
test_21128,primary haze
test_21129,primary haze
test_21130,clear primary
test_21131,clear primary
test_21132,clear primary
test_21133,clear primary
test_21134,clear primary agriculture
test_21135,clear primary
test_21136,cloudy partly_cloudy
test_21137,primary haze
test_21138,clear primary
test_21139,primary haze
test_21140,primary partly_cloudy
test_21141,primary partly_cloudy
test_21142,clear primary
test_21143,clear primary road habitation agriculture
test_21144,clear primary
test_21145,clear primary
test_21146,primary partly_cloudy
test_21147,clear primary
test_21148,clear primary
test_21149,clear primary road agriculture
test_21150,clear primary
test_21151,clear primary agriculture
test_21152,primary road agriculture partly_cloudy
test_21153,clear primary
test_21154,clear primary agriculture
test_21155,clear primary road agriculture
test_21156,clear primary
test_21157,clear primary
test_21158,primary
test_21159,cloudy
test_21160,clear primary water
test_21161,primary haze
test_21162,clear primary agriculture water
test_21163,clear primary
test_21164,clear primary
test_21165,primary road agriculture partly_cloudy
test_21166,primary agriculture partly_cloudy
test_21167,clear primary
test_21168,cloudy
test_21169,clear primary
test_21170,primary haze
test_21171,clear primary
test_21172,clear primary road habitation agriculture
test_21173,clear primary
test_21174,clear primary road water
test_21175,clear primary
test_21176,clear primary
test_21177,clear primary road agriculture
test_21178,clear primary agriculture
test_21179,primary partly_cloudy
test_21180,clear primary
test_21181,primary partly_cloudy
test_21182,clear primary agriculture water
test_21183,primary partly_cloudy
test_21184,primary haze
test_21185,clear primary
test_21186,clear primary
test_21187,clear primary agriculture
test_21188,clear primary
test_21189,clear primary water
test_21190,clear primary
test_21191,clear primary
test_21192,clear primary
test_21193,clear primary
test_21194,clear primary
test_21195,cloudy
test_21196,clear primary
test_21197,clear primary
test_21198,clear primary road agriculture water
test_21199,clear primary road habitation agriculture
test_21200,clear primary road agriculture water
test_21201,cloudy
test_21202,primary haze
test_21203,clear primary
test_21204,clear primary
test_21205,clear primary road agriculture
test_21206,clear primary
test_21207,primary partly_cloudy
test_21208,clear primary road agriculture water
test_21209,clear primary agriculture
test_21210,primary partly_cloudy
test_21211,clear primary
test_21212,primary agriculture
test_21213,clear primary
test_21214,cloudy
test_21215,clear primary
test_21216,clear primary
test_21217,cloudy
test_21218,clear primary
test_21219,primary haze
test_21220,primary partly_cloudy
test_21221,primary partly_cloudy
test_21222,primary partly_cloudy
test_21223,clear primary
test_21224,clear primary agriculture
test_21225,clear primary road agriculture
test_21226,clear primary agriculture
test_21227,clear primary road agriculture
test_21228,clear primary
test_21229,clear primary
test_21230,clear primary
test_21231,clear primary
test_21232,primary haze agriculture
test_21233,clear primary
test_21234,cloudy
test_21235,clear primary road agriculture
test_21236,cloudy
test_21237,clear primary
test_21238,clear primary
test_21239,clear primary
test_21240,clear primary
test_21241,primary haze
test_21242,clear primary
test_21243,clear primary
test_21244,clear primary road agriculture
test_21245,clear primary
test_21246,clear primary
test_21247,clear primary agriculture
test_21248,clear primary road agriculture
test_21249,clear primary
test_21250,clear primary
test_21251,clear primary
test_21252,clear primary
test_21253,clear primary road habitation
test_21254,cloudy
test_21255,clear primary road water
test_21256,clear primary road agriculture
test_21257,clear primary
test_21258,clear primary
test_21259,clear primary road habitation agriculture
test_21260,clear primary
test_21261,clear primary
test_21262,clear primary road habitation agriculture
test_21263,clear primary
test_21264,primary haze
test_21265,primary partly_cloudy
test_21266,clear primary road habitation agriculture
test_21267,primary road agriculture water partly_cloudy
test_21268,clear primary
test_21269,primary haze
test_21270,clear primary water
test_21271,cloudy
test_21272,clear primary
test_21273,clear primary road habitation agriculture
test_21274,clear primary
test_21275,primary partly_cloudy
test_21276,clear primary water
test_21277,clear primary
test_21278,clear primary
test_21279,cloudy
test_21280,clear primary agriculture partly_cloudy
test_21281,clear primary
test_21282,primary partly_cloudy
test_21283,cloudy partly_cloudy
test_21284,clear primary water
test_21285,clear primary
test_21286,cloudy
test_21287,clear primary
test_21288,primary partly_cloudy
test_21289,clear primary
test_21290,clear primary
test_21291,clear primary
test_21292,clear primary water
test_21293,clear primary road habitation agriculture
test_21294,clear primary road agriculture water
test_21295,clear primary agriculture water
test_21296,primary partly_cloudy
test_21297,clear primary agriculture water
test_21298,clear primary haze
test_21299,clear primary agriculture
test_21300,primary agriculture partly_cloudy
test_21301,clear primary
test_21302,clear primary road habitation agriculture
test_21303,cloudy
test_21304,primary agriculture partly_cloudy
test_21305,clear primary
test_21306,cloudy
test_21307,clear primary road agriculture
test_21308,clear primary agriculture
test_21309,clear primary road agriculture
test_21310,clear primary road agriculture
test_21311,cloudy
test_21312,cloudy
test_21313,clear primary
test_21314,primary road agriculture partly_cloudy
test_21315,clear primary cultivation agriculture
test_21316,clear primary agriculture
test_21317,primary partly_cloudy
test_21318,cloudy
test_21319,primary
test_21320,clear primary
test_21321,clear primary
test_21322,primary partly_cloudy
test_21323,primary water partly_cloudy
test_21324,clear primary
test_21325,clear primary
test_21326,clear primary water
test_21327,clear primary
test_21328,clear primary road agriculture
test_21329,clear primary
test_21330,clear primary
test_21331,clear primary road habitation agriculture
test_21332,clear primary water
test_21333,clear primary
test_21334,clear primary
test_21335,clear primary
test_21336,primary haze
test_21337,clear primary cultivation agriculture
test_21338,clear primary road agriculture water
test_21339,clear primary
test_21340,clear primary
test_21341,clear primary water
test_21342,primary partly_cloudy
test_21343,clear primary road agriculture
test_21344,clear primary cultivation agriculture
test_21345,primary haze
test_21346,clear primary
test_21347,clear primary agriculture
test_21348,primary partly_cloudy
test_21349,clear primary
test_21350,primary partly_cloudy
test_21351,clear primary
test_21352,clear primary
test_21353,clear primary
test_21354,primary
test_21355,primary partly_cloudy
test_21356,clear primary road habitation
test_21357,clear primary road habitation
test_21358,clear primary
test_21359,clear primary
test_21360,clear primary
test_21361,primary water partly_cloudy
test_21362,clear primary
test_21363,clear primary road habitation agriculture
test_21364,clear primary road agriculture
